Gene stable ID,Gene name,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Gene type
ENSG00000101938,CHRDL1,110673856,110796192,X,protein_coding
ENSG00000102158,MAGT1,77825747,77899271,X,protein_coding
ENSG00000078596,ITM2A,79360384,79367697,X,protein_coding
ENSG00000182287,AP1S2,15825806,15854931,X,protein_coding
ENSG00000198034,RPS4X,72255679,72277312,X,protein_coding
ENSG00000102316,MAGED2,54807599,54816015,X,protein_coding
ENSG00000158427,TMSB15B,103918896,103966712,X,protein_coding
ENSG00000071859,FAM50A,154444103,154450654,X,protein_coding
ENSG00000184905,TCEAL2,102125130,102140426,X,protein_coding
ENSG00000010671,BTK,101349338,101390796,X,protein_coding
ENSG00000047230,CTPS2,16587950,16712976,X,protein_coding
ENSG00000101972,STAG2,123960212,124422664,X,protein_coding
ENSG00000198814,GK,30653359,30731462,X,protein_coding
ENSG00000158301,GPRASP2,102712056,102717733,X,protein_coding
ENSG00000071553,ATP6AP1,154428618,154436517,X,protein_coding
ENSG00000147133,TAF1,71366131,71532374,X,protein_coding
ENSG00000129680,MAP7D3,136213220,136256482,X,protein_coding
ENSG00000123130,ACOT9,23699396,23766475,X,protein_coding
ENSG00000179304,FAM156B,52891306,52908560,X,protein_coding
ENSG00000133134,BEX2,103309345,103311298,X,protein_coding
ENSG00000184515,BEX5,102153464,102156017,X,protein_coding
ENSG00000077264,PAK3,110944285,111227361,X,protein_coding
ENSG00000087842,PIR,15384799,15493635,X,protein_coding
ENSG00000068400,GRIPAP1,48973719,49002265,X,protein_coding
ENSG00000101843,PSMD10,108084202,108091619,X,protein_coding
ENSG00000165359,INTS6L,135520622,135582534,X,protein_coding
ENSG00000073464,CLCN4,10156943,10237660,X,protein_coding
ENSG00000010404,IDS,149476988,149521096,X,protein_coding
ENSG00000180815,MAP3K15,19360056,19515508,X,protein_coding
ENSG00000131725,WDR44,118345968,118450285,X,protein_coding
ENSG00000131828,PDHA1,19343893,19361718,X,protein_coding
ENSG00000072501,SMC1A,53374149,53422728,X,protein_coding
ENSG00000125962,ARMCX5,102599168,102604159,X,protein_coding
ENSG00000158423,RIBC1,53421951,53431624,X,protein_coding
ENSG00000186787,SPIN2B,57118551,57121840,X,protein_coding
ENSG00000101811,CSTF2,100820369,100841523,X,protein_coding
ENSG00000072506,HSD17B10,53431258,53434371,X,protein_coding
ENSG00000169239,CA5B,15688830,15788411,X,protein_coding
ENSG00000125354,SEPTIN6,119615724,119693949,X,protein_coding
ENSG00000165197,VEGFD,15345594,15384509,X,protein_coding
ENSG00000147403,RPL10,154389955,154409168,X,protein_coding
ENSG00000155962,CLIC2,155276211,155334673,X,protein_coding
ENSG00000188153,COL4A5,108439745,108697547,X,protein_coding
ENSG00000005889,ZFX,24148976,24216255,X,protein_coding
ENSG00000171100,MTM1,150568417,150673143,X,protein_coding
ENSG00000122126,OCRL,129539849,129592561,X,protein_coding
ENSG00000198918,RPL39,119786497,119791662,X,protein_coding
ENSG00000156298,TSPAN7,38561498,38689249,X,protein_coding
ENSG00000125355,TMEM255A,120258650,120311556,X,protein_coding
ENSG00000130119,GNL3L,54529900,54621565,X,protein_coding
ENSG00000101940,WDR13,48589838,48608869,X,protein_coding
ENSG00000102218,RP2,46836928,46889240,X,protein_coding
ENSG00000082458,DLG3,70444835,70505490,X,protein_coding
ENSG00000079482,OPHN1,67949349,68434120,X,protein_coding
ENSG00000147160,AWAT2,70040542,70049988,X,protein_coding
ENSG00000069509,FUNDC1,44523639,44542972,X,protein_coding
ENSG00000267978,MAGEA9B,149581653,149587459,X,protein_coding
ENSG00000102038,SMARCA1,129446501,129523947,X,protein_coding
ENSG00000007952,NOX1,100843324,100874464,X,protein_coding
ENSG00000170965,PLAC1,134565837,134764355,X,protein_coding
ENSG00000008056,SYN1,47571901,47619858,X,protein_coding
ENSG00000157514,TSC22D3,107713221,107777342,X,protein_coding
ENSG00000165259,HDX,84317874,84502496,X,protein_coding
ENSG00000221994,ZNF630,47983356,48071893,X,protein_coding
ENSG00000078061,ARAF,47561182,47571921,X,protein_coding
ENSG00000068438,FTSJ1,48476021,48486364,X,protein_coding
ENSG00000102265,TIMP1,47582408,47586789,X,protein_coding
ENSG00000102144,PGK1,77910739,78129295,X,protein_coding
ENSG00000125351,UPF3B,119833808,119853083,X,protein_coding
ENSG00000068308,OTUD5,48922024,48958386,X,protein_coding
ENSG00000101966,XIAP,123859693,123913972,X,protein_coding
ENSG00000123560,PLP1,103769047,103792677,X,protein_coding
ENSG00000101844,ATG4A,108091668,108154671,X,protein_coding
ENSG00000165675,ENOX2,130622325,130903272,X,protein_coding
ENSG00000102317,RBM3,48574056,48581162,X,protein_coding
ENSG00000131831,RAI2,17799788,17861337,X,protein_coding
ENSG00000094631,HDAC6,48801377,48824986,X,protein_coding
ENSG00000262919,CCNQ,153587925,153600045,X,protein_coding
ENSG00000005893,LAMP2,120426148,120469365,X,protein_coding
ENSG00000173681,BCLAF3,19912860,19991097,X,protein_coding
ENSG00000126759,CFP,47621537,47630305,X,protein_coding
ENSG00000003096,KLHL13,117897794,118117340,X,protein_coding
ENSG00000177189,RPS6KA3,20149911,20267519,X,protein_coding
ENSG00000022267,FHL1,136146702,136211359,X,protein_coding
ENSG00000076716,GPC4,133300103,133416214,X,protein_coding
ENSG00000183943,PRKX,3604340,3713649,X,protein_coding
ENSG00000068366,ACSL4,109624244,109733403,X,protein_coding
ENSG00000130826,DKC1,154762742,154777697,X,protein_coding
ENSG00000198960,ARMCX6,101615118,101618003,X,protein_coding
ENSG00000154545,MAGED4,52184767,52192268,X,protein_coding
ENSG00000133169,BEX1,103062645,103064342,X,protein_coding
ENSG00000147003,CLTRN,15627085,15675377,X,protein_coding
ENSG00000197021,EOLA2,149929527,149938831,X,protein_coding
ENSG00000196998,WDR45,49074433,49101203,X,protein_coding
ENSG00000130234,ACE2,15494566,15607236,X,protein_coding
ENSG00000130985,UBA1,47190713,47215173,X,protein_coding
ENSG00000196507,TCEAL3,103607451,103629690,X,protein_coding
ENSG00000102181,CD99L2,150766336,150898816,X,protein_coding
ENSG00000044446,PHKA2,18892298,18984988,X,protein_coding
ENSG00000147274,RBMX,136848004,136880764,X,protein_coding
ENSG00000006756,ARSD,2903972,2929405,X,protein_coding
ENSG00000173198,CYSLTR1,78271468,78327691,X,protein_coding
ENSG00000123595,RAB9A,13689122,13710504,X,protein_coding
ENSG00000101892,ATP1B4,120362085,120383249,X,protein_coding
ENSG00000130827,PLXNA3,154458280,154477779,X,protein_coding
ENSG00000130822,PNCK,153669730,153689033,X,protein_coding
ENSG00000130830,MPP1,154778684,154821039,X,protein_coding
ENSG00000130988,RGN,47078190,47094419,X,protein_coding
ENSG00000129675,ARHGEF6,136665547,136781688,X,protein_coding
ENSG00000130821,SLC6A8,153687926,153696591,X,protein_coding
ENSG00000120280,TASL,30557707,30577766,X,protein_coding
ENSG00000017483,SLC38A5,48458537,48470554,X,protein_coding
ENSG00000102172,SMS,21940709,21994837,X,protein_coding
ENSG00000101945,SUV39H1,48695554,48709016,X,protein_coding
ENSG00000101883,RHOXF1,120109050,120245267,X,protein_coding
ENSG00000147044,CASK,41514934,41923660,X,protein_coding
ENSG00000156531,PHF6,134373286,134428792,X,protein_coding
ENSG00000171659,GPR34,41688973,41698371,X,protein_coding
ENSG00000089472,HEPH,66162483,66268910,X,protein_coding
ENSG00000156697,UTP14A,129906121,129929761,X,protein_coding
ENSG00000268350,FAM156A,52926402,52995564,X,protein_coding
ENSG00000157600,TMEM164,110002631,110184260,X,protein_coding
ENSG00000101888,NXT2,109535781,109544698,X,protein_coding
ENSG00000196338,NLGN3,71143286,71175255,X,protein_coding
ENSG00000123575,FAM199X,104166453,104195902,X,protein_coding
ENSG00000002586,CD99,2690988,2741312,X,protein_coding
ENSG00000123496,IL13RA2,115003975,115019977,X,protein_coding
ENSG00000056998,GYG2,2828571,2890109,X,protein_coding
ENSG00000102034,ELF4,130063955,130110904,X,protein_coding
ENSG00000182378,PLCXD1,276322,303358,X,protein_coding
ENSG00000067829,IDH3G,153785735,153794535,X,protein_coding
ENSG00000147099,HDAC8,72329516,72573101,X,protein_coding
ENSG00000184343,SRPK3,153781001,153785768,X,protein_coding
ENSG00000067177,PHKA1,72578814,72714327,X,protein_coding
ENSG00000131263,RLIM,74582976,74614627,X,protein_coding
ENSG00000071889,FAM3A,154506159,154516882,X,protein_coding
ENSG00000102241,HTATSF1,136496932,136513181,X,protein_coding
ENSG00000215301,DDX3X,41333348,41364472,X,protein_coding
ENSG00000247746,USP51,55484616,55489874,X,protein_coding
ENSG00000083750,RRAGB,55717743,55758774,X,protein_coding
ENSG00000147140,NONO,71254270,71301522,X,protein_coding
ENSG00000130962,PRRG1,37349309,37492702,X,protein_coding
ENSG00000101928,MOSPD1,134887613,134915470,X,protein_coding
ENSG00000102349,KLF8,56232356,56291531,X,protein_coding
ENSG00000126895,AVPR2,153902531,153907166,X,protein_coding
ENSG00000101997,CCDC22,49235444,49250526,X,protein_coding
ENSG00000172534,HCFC1,153946434,153972427,X,protein_coding
ENSG00000012211,PRICKLE3,49174802,49186528,X,protein_coding
ENSG00000182162,P2RY8,1462572,1537187,X,protein_coding
ENSG00000102401,ARMCX3,101622797,101627843,X,protein_coding
ENSG00000133142,TCEAL4,103576231,103590165,X,protein_coding
ENSG00000147118,ZNF182,47974851,48004375,X,protein_coding
ENSG00000158526,TSR2,54440402,54448032,X,protein_coding
ENSG00000182916,TCEAL7,103330178,103332326,X,protein_coding
ENSG00000185973,TMLHE,155488606,155719107,X,protein_coding
ENSG00000268104,SLC6A14,116436606,116461458,X,protein_coding
ENSG00000068394,GPKOW,49113396,49123746,X,protein_coding
ENSG00000176896,TCEANC,13653078,13681964,X,protein_coding
ENSG00000147100,SLC16A2,74421383,74533918,X,protein_coding
ENSG00000175556,LONRF3,118974614,119022925,X,protein_coding
ENSG00000197565,COL4A6,108155607,108439497,X,protein_coding
ENSG00000102409,BEX4,103215068,103217246,X,protein_coding
ENSG00000077279,DCX,111293779,111412429,X,protein_coding
ENSG00000155622,XAGE2,52368577,52375680,X,protein_coding
ENSG00000147041,SYTL5,38006515,38128819,X,protein_coding
ENSG00000183690,EFHC2,44146255,44343850,X,protein_coding
ENSG00000069535,MAOB,43766400,43882559,X,protein_coding
ENSG00000101911,PRPS2,12791355,12824223,X,protein_coding
ENSG00000101846,STS,7147237,7804358,X,protein_coding
ENSG00000130021,PUDP,6667865,7148165,X,protein_coding
ENSG00000171155,C1GALT1C1,120625674,120630054,X,protein_coding
ENSG00000131171,SH3BGRL,81202005,81298547,X,protein_coding
ENSG00000123570,RAB9B,103822327,103835153,X,protein_coding
ENSG00000187243,MAGED4B,52061827,52069272,X,protein_coding
ENSG00000203879,GDI1,154436600,154443467,X,protein_coding
ENSG00000169249,ZRSR2,15790106,15830694,X,protein_coding
ENSG00000126947,ARMCX1,101550411,101554704,X,protein_coding
ENSG00000185291,IL3RA,1335025,1382689,X,protein_coding
ENSG00000172465,TCEAL1,103628701,103630958,X,protein_coding
ENSG00000157502,PWWP3B,106168304,106208963,X,protein_coding
ENSG00000196924,FLNA,154348524,154374638,X,protein_coding
ENSG00000165192,ASB11,15281697,15315640,X,protein_coding
ENSG00000179542,SLITRK4,143622790,143636101,X,protein_coding
ENSG00000198689,SLC9A6,135973841,136047269,X,protein_coding
ENSG00000131724,IL13RA1,118727133,118794535,X,protein_coding
ENSG00000102125,TAFAZZIN,154409456,154421726,X,protein_coding
ENSG00000046647,GEMIN8,13998099,14029928,X,protein_coding
ENSG00000013563,DNASE1L1,154401236,154412114,X,protein_coding
ENSG00000089682,RBM41,107052095,107118823,X,protein_coding
ENSG00000102312,PORCN,48508574,48520814,X,protein_coding
ENSG00000102103,PQBP1,48890197,48903640,X,protein_coding
ENSG00000000003,TSPAN6,100627108,100639991,X,protein_coding
ENSG00000166432,ZMAT1,101882288,101932090,X,protein_coding
ENSG00000133131,MORC4,106813871,107000254,X,protein_coding
ENSG00000198157,HMGN5,81112915,81202016,X,protein_coding
ENSG00000197779,ZNF81,47836471,48002561,X,protein_coding
ENSG00000147251,DOCK11,118495814,118686974,X,protein_coding
ENSG00000188706,ZDHHC9,129803288,129844215,X,protein_coding
ENSG00000185985,SLITRK2,145817819,145829856,X,protein_coding
ENSG00000147255,IGSF1,131273506,131578899,X,protein_coding
ENSG00000197620,EOLA1,149536605,149550510,X,protein_coding
ENSG00000184205,TSPYL2,53082326,53088541,X,protein_coding
ENSG00000101882,NKAP,119920672,119943751,X,protein_coding
ENSG00000178605,GTPBP6,303346,318846,X,protein_coding
ENSG00000094841,UPRT,75156388,75304885,X,protein_coding
ENSG00000169100,SLC25A6,1386133,1392929,X,protein_coding
ENSG00000182872,RBM10,47144284,47186814,X,protein_coding
ENSG00000147050,KDM6A,44873130,45112779,X,protein_coding
ENSG00000169093,ASMTL,1403138,1453786,X,protein_coding
ENSG00000101951,PAGE4,49793653,49834264,X,protein_coding
ENSG00000189221,MAOA,43654907,43746821,X,protein_coding
ENSG00000189186,DCAF8L2,27590281,27749942,X,protein_coding
ENSG00000120509,PDZD11,70281118,70290596,X,protein_coding
ENSG00000046651,OFD1,13734675,13777955,X,protein_coding
ENSG00000102109,PCSK1N,48831088,48835632,X,protein_coding
ENSG00000013619,MAMLD1,150361422,150514178,X,protein_coding
ENSG00000102054,RBBP7,16839283,16870372,X,protein_coding
ENSG00000269335,IKBKG,154541179,154565047,X,protein_coding
ENSG00000160211,G6PD,154517825,154547584,X,protein_coding
ENSG00000165168,CYBB,37780018,37816994,X,protein_coding
ENSG00000102383,ZDHHC15,75368427,75523502,X,protein_coding
ENSG00000147124,ZNF41,47444693,47483247,X,protein_coding
ENSG00000102003,SYP,49187807,49200218,X,protein_coding
ENSG00000122145,TBX22,80014753,80031908,X,protein_coding
ENSG00000185825,BCAP31,153698006,153725957,X,protein_coding
ENSG00000155659,VSIG4,66021738,66040125,X,protein_coding
ENSG00000169895,SYAP1,16719545,16765340,X,protein_coding
ENSG00000157399,ARSL,2934045,2968475,X,protein_coding
ENSG00000089820,ARHGAP4,153907367,153934999,X,protein_coding
ENSG00000101986,ABCD1,153724495,153744755,X,protein_coding
ENSG00000067445,TRO,54920462,54931436,X,protein_coding
ENSG00000147155,EBP,48521089,48528716,X,protein_coding
ENSG00000198223,CSF2RA,1268779,1325373,X,protein_coding
ENSG00000184831,APOO,23833353,23908070,X,protein_coding
ENSG00000180879,SSR4,153793516,153798505,X,protein_coding
ENSG00000147383,NSDHL,152830967,152869729,X,protein_coding
ENSG00000126767,ELK1,47631621,47650604,X,protein_coding
ENSG00000101955,SRPX,38149336,38220941,X,protein_coding
ENSG00000102024,PLS3,115560928,115650861,X,protein_coding
ENSG00000165704,HPRT1,134460155,134520513,X,protein_coding
ENSG00000184368,MAP7D2,20006713,20117065,X,protein_coding
ENSG00000102226,USP11,47232866,47248328,X,protein_coding
ENSG00000101849,TBL1X,9463258,9741037,X,protein_coding
ENSG00000080572,DNAAF6,107206611,107244247,X,protein_coding
ENSG00000147166,ITGB1BP2,71301747,71305371,X,protein_coding
ENSG00000147010,SH3KBP1,19533977,19887650,X,protein_coding
ENSG00000125675,GRIA3,123184023,123490915,X,protein_coding
ENSG00000134594,RAB33A,130171950,130184874,X,protein_coding
ENSG00000123562,MORF4L2,103675360,103688158,X,protein_coding
ENSG00000102225,CDK16,47217860,47230000,X,protein_coding
ENSG00000180772,AGTR2,116170744,116174974,X,protein_coding
ENSG00000184867,ARMCX2,101655157,101659924,X,protein_coding
ENSG00000173698,ADGRG2,18989307,19122956,X,protein_coding
ENSG00000155959,VBP1,155197007,155239841,X,protein_coding
ENSG00000197976,AKAP17A,1591604,1602532,X,protein_coding
ENSG00000185753,CXorf38,40626921,40647569,X,protein_coding
ENSG00000182492,BGN,153488654,153510299,X,protein_coding
ENSG00000124486,USP9X,41085431,41236579,X,protein_coding
ENSG00000130741,EIF2S3,24054911,24078810,X,protein_coding
ENSG00000187325,TAF9B,78129748,78139688,X,protein_coding
ENSG00000001497,LAS1L,65438549,65534818,X,protein_coding
ENSG00000174010,KLHL15,23983716,24027186,X,protein_coding
ENSG00000101868,POLA1,24693864,24996986,X,protein_coding
ENSG00000147180,ZNF711,85243839,85273422,X,protein_coding
ENSG00000165591,FAAH2,57286632,57490641,X,protein_coding
ENSG00000182220,ATP6AP2,40579372,40606848,X,protein_coding
